	id	title	text	answer
2033	post_1647	Dataset for Final Project	"I am using web scrapping to generate my dataset. I was wondering if I can just do this once, so that I don't have to repeat this process over and over again, since it takes a very long time. I plan on implementing sentiment analysis on this dataset. The only downside of this would be that I wouldn't have ""real-time"" or ""close to real-time"" data when implementing sentiment analysis."	Is the dataset changing frequently? Is it possible to cache existing scrapes and only request the changes? Don't have context about your dataset, but I'm choosing to cache on my side and only look for new data.
2034	post_1651	Progress submission	Just to double check, for the project progress submission, we only need to update our github repo right? Do we need to update anything on CMT?	I believe we should also click the submit button on Coursera.
2036	post_1651	Progress submission	Just to double check, for the project progress submission, we only need to update our github repo right? Do we need to update anything on CMT?	That is correct! Then after the deadline, we just update our reviews on CMT to answer the progress report questions for the projects we're reviewing~
2037	post_1651	Progress submission	Just to double check, for the project progress submission, we only need to update our github repo right? Do we need to update anything on CMT?	I think we just need to update Github! No need to do anything on CMT since that already links to our Github
2038	post_1652	EducationalWeb not working	So our group is trying to use EducationalWeb for the project but we can't access the website.Has anyone faced the same issue?	Have you tried to run the codes locally? In our case, we ran the codes locally, and implement queries in a localhost website.
2039	post_1652	EducationalWeb not working	So our group is trying to use EducationalWeb for the project but we can't access the website.Has anyone faced the same issue?	We have similar issues for another system. However, we have started it locally, and connect locally. You may try to run it locally also
2041	post_1656	When does progress report due?	On Coursera, it says due Nov16, but #1645 this post says due Nov 15th.	It's Nov 15, 11:59 PM CST. Coursera shows different deadline time according to you own system time zone. I'm in the Bay Area, and my Coursera shows 9:59 PM PDT. So you should be fine if you submitted the report according to your Coursera deadline time.
2042	post_1656	When does progress report due?	On Coursera, it says due Nov16, but #1645 this post says due Nov 15th.	It is due tonight!
2043	post_1656	When does progress report due?	On Coursera, it says due Nov16, but #1645 this post says due Nov 15th.	"It is supposed to be Nov 15, 11:59 PM CST.
Which timezone is your Coursera account set to? I changed mine to my local time zone manually and mine says Nov 16, 11:59 AM(Not PM) because I am located in Asia and am ~12 hours ahead of the CST timezone which is what the deadlines in this class use."
2044	post_1656	When does progress report due?	On Coursera, it says due Nov16, but #1645 this post says due Nov 15th.	Nov 15, 11:59 pm
2045	post_1656	When does progress report due?	On Coursera, it says due Nov16, but #1645 this post says due Nov 15th.	"On Coursera, https://www.coursera.org/learn/cs-410/supplement/fTuOi/course-project-overview
it states:
""Progress report (5%): Each project team is required to submit a short progress report by the beginning of Week 13 (Nov 15, 2021) listing the progress made, remaining tasks, any challenges/issues being faced, etc. It will be graded based on completion. """
2047	post_1659	List of course items to complete	"Hi there,
Sorry but can you please confirm the items left to do for this course? There seems to be many things flying around and I don't want to miss any.
Tech review (already submitted last week)
Project progress report (submit by Nov 15)
Final Project submission (12/09)
Final project presentation (12/09)
Final Exam week of 11/29
Thanks!"	And also weekly quiz
2048	post_1659	List of course items to complete	"Hi there,
Sorry but can you please confirm the items left to do for this course? There seems to be many things flying around and I don't want to miss any.
Tech review (already submitted last week)
Project progress report (submit by Nov 15)
Final Project submission (12/09)
Final project presentation (12/09)
Final Exam week of 11/29
Thanks!"	This is correct but don't forget to also submit your peer reviews for the project progress reports in CMT
2049	post_1659	List of course items to complete	"Hi there,
Sorry but can you please confirm the items left to do for this course? There seems to be many things flying around and I don't want to miss any.
Tech review (already submitted last week)
Project progress report (submit by Nov 15)
Final Project submission (12/09)
Final project presentation (12/09)
Final Exam week of 11/29
Thanks!"	Seems correct
2050	post_1660	Is it safe if I delete these channels?	"It looks I do not need these items in
Github. Will my grades in Coursera be affected if I deleted them?"	"These are the assignment work and I would recommend to hang on with these repos until the course is over.
If you are planning to get rid of them now, let the Instructors/TAs know before you actually delete them."
2051	post_1660	Is it safe if I delete these channels?	"It looks I do not need these items in
Github. Will my grades in Coursera be affected if I deleted them?"	Might as well keep until the course is finished.
2052	post_1660	Is it safe if I delete these channels?	"It looks I do not need these items in
Github. Will my grades in Coursera be affected if I deleted them?"	you could always wait until GitHub does an Arctic Code Vault, the ultimate repo archive!
2053	post_1660	Is it safe if I delete these channels?	"It looks I do not need these items in
Github. Will my grades in Coursera be affected if I deleted them?"	yep it should be fine!
2054	post_1660	Is it safe if I delete these channels?	"It looks I do not need these items in
Github. Will my grades in Coursera be affected if I deleted them?"	you can always archive your repos ! you won't see them as often but they're always they're for reference if you're annoyed.
2055	post_1660	Is it safe if I delete these channels?	"It looks I do not need these items in
Github. Will my grades in Coursera be affected if I deleted them?"	I think you'll be fine if you delete those repos. But it should be better if you can keep them till the course is ended, just in case.
